Iteration,Timestep,StratumIDSource,StateClassIDSource,StratumIDDest,StateClassIDDest,SecondaryStratumID,TertiaryStratumID,TransitionTypeID,Probability,Proportion,AgeMin,AgeMax,AgeRelative,AgeReset,TSTMin,TSTMax,TSTRelative
,,,Agriculture: Pasture,,Forest: California Mixed Conifer Group,,,Reforestation Pasture: California Mixed Conifer Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Exotic Softwoods Group,,,Reforestation Pasture: Exotic Softwoods Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Oak/Pine Group,,,Reforestation Pasture: Oak/Pine Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Oak/Hickory Group,,,Reforestation Pasture: Oak/Hickory Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Oak/Gum/Cypress Group,,,Reforestation Pasture: Oak/Gum/Cypress Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Elm/Ash/Cottonwood Group,,,Reforestation Pasture: Elm/Ash/Cottonwood Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Maple/Beech/Birch Group,,,Reforestation Pasture: Maple/Beech/Birch Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Aspen/Birch Group,,,Reforestation Pasture: Aspen/Birch Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Alder/Maple Group,,,Reforestation Pasture: Alder/Maple Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Western Oak Group,,,Reforestation Pasture: Western Oak Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Tanoak/Laurel Group,,,Reforestation Pasture: Tanoak/Laurel Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Other Western Hardwoods Group,,,Reforestation Pasture: Other Western Hardwoods Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Tropical Hardwoods Group,,,Reforestation Pasture: Tropical Hardwoods Group,1,,,,,,,,
,,,Agriculture: Pasture,,Forest: Exotic Hardwoods Group,,,Reforestation Pasture: Exotic Hardwoods Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: White/Red/Jack Pine Group,,,Reforestation Cropland: White/Red/Jack Pine Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Spruce/Fir Group,,,Reforestation Cropland: Spruce/Fir Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Longleaf/Slash Pine Group,,,Reforestation Cropland: Longleaf/Slash Pine Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Loblolly/Shortleaf Pine Group,,,Reforestation Cropland: Loblolly/Shortleaf Pine Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Pinyon/Juniper Group,,,Reforestation Cropland: Pinyon/Juniper Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Douglas-fir Group,,,Reforestation Cropland: Douglas-fir Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Ponderosa Pine Group,,,Reforestation Cropland: Ponderosa Pine Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Western White Pine Group,,,Reforestation Cropland: Western White Pine Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Fir/Spruce/Mountain Hemlock Group,,,Reforestation Cropland: Fir/Spruce/Mountain Hemlock Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Lodgepole Pine Group,,,Reforestation Cropland: Lodgepole Pine Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Hemlock/Sitka Spruce Group,,,Reforestation Cropland: Hemlock/Sitka Spruce Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Western Larch Group,,,Reforestation Cropland: Western Larch Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Redwood Group,,,Reforestation Cropland: Redwood Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Other Western Softwood Group,,,Reforestation Cropland: Other Western Softwood Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: California Mixed Conifer Group,,,Reforestation Cropland: California Mixed Conifer Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Exotic Softwoods Group,,,Reforestation Cropland: Exotic Softwoods Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Oak/Pine Group,,,Reforestation Cropland: Oak/Pine Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Oak/Hickory Group,,,Reforestation Cropland: Oak/Hickory Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Oak/Gum/Cypress Group,,,Reforestation Cropland: Oak/Gum/Cypress Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Elm/Ash/Cottonwood Group,,,Reforestation Cropland: Elm/Ash/Cottonwood Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Maple/Beech/Birch Group,,,Reforestation Cropland: Maple/Beech/Birch Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Aspen/Birch Group,,,Reforestation Cropland: Aspen/Birch Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Alder/Maple Group,,,Reforestation Cropland: Alder/Maple Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Western Oak Group,,,Reforestation Cropland: Western Oak Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Tanoak/Laurel Group,,,Reforestation Cropland: Tanoak/Laurel Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Other Western Hardwoods Group,,,Reforestation Cropland: Other Western Hardwoods Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Tropical Hardwoods Group,,,Reforestation Cropland: Tropical Hardwoods Group,1,,,,,,,,
,,,Agriculture: Cropland,,Forest: Exotic Hardwoods Group,,,Reforestation Cropland: Exotic Hardwoods Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: White/Red/Jack Pine Group,,,Reforestation Post Fire Shrub: White/Red/Jack Pine Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Spruce/Fir Group,,,Reforestation Post Fire Shrub: Spruce/Fir Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Longleaf/Slash Pine Group,,,Reforestation Post Fire Shrub: Longleaf/Slash Pine Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Loblolly/Shortleaf Pine Group,,,Reforestation Post Fire Shrub: Loblolly/Shortleaf Pine Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Pinyon/Juniper Group,,,Reforestation Post Fire Shrub: Pinyon/Juniper Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Douglas-fir Group,,,Reforestation Post Fire Shrub: Douglas-fir Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Ponderosa Pine Group,,,Reforestation Post Fire Shrub: Ponderosa Pine Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Western White Pine Group,,,Reforestation Post Fire Shrub: Western White Pine Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Fir/Spruce/Mountain Hemlock Group,,,Reforestation Post Fire Shrub: Fir/Spruce/Mountain Hemlock Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Lodgepole Pine Group,,,Reforestation Post Fire Shrub: Lodgepole Pine Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Hemlock/Sitka Spruce Group,,,Reforestation Post Fire Shrub: Hemlock/Sitka Spruce Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Western Larch Group,,,Reforestation Post Fire Shrub: Western Larch Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Redwood Group,,,Reforestation Post Fire Shrub: Redwood Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Other Western Softwood Group,,,Reforestation Post Fire Shrub: Other Western Softwood Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: California Mixed Conifer Group,,,Reforestation Post Fire Shrub: California Mixed Conifer Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Exotic Softwoods Group,,,Reforestation Post Fire Shrub: Exotic Softwoods Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Oak/Pine Group,,,Reforestation Post Fire Shrub: Oak/Pine Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Oak/Hickory Group,,,Reforestation Post Fire Shrub: Oak/Hickory Group,1,,,,,,,,
,,,Shrubland: Post Fire Shrub,,Forest: Oak/Gum/Cypress Group,,,Reforestation Post Fire Shrub: Oak/Gum/Cypress Group,1,,,,,,,,
