EcoBoundaryID,AdminBoundaryID,SpeciesTypeID,StratumID,SecondaryStratumID,StateClassID,AverageTemperature
Mixedwood Plains,Alberta,Ash,Northwestern Great Plains,South Dakota,Forest: Elm/Ash/Cottonwood Group,8.709510116
Mixedwood Plains,Alberta,Ash,Northern Glaciated Plains,South Dakota,Forest: Elm/Ash/Cottonwood Group,8.878674189
Mixedwood Plains,Alberta,Ash,Western Corn Belt Plains,South Dakota,Forest: Elm/Ash/Cottonwood Group,8.836856933
Mixedwood Plains,Ontario,Ash,Southeastern Plains,Tennessee,Forest: Elm/Ash/Cottonwood Group,15.14745465
Mixedwood Plains,Ontario,Ash,Ridge and Valley,Tennessee,Forest: Elm/Ash/Cottonwood Group,14.32209895
Mixedwood Plains,Ontario,Ash,Southwestern Appalachians,Tennessee,Forest: Elm/Ash/Cottonwood Group,14.02797594
Mixedwood Plains,Ontario,Ash,Interior Plateau,Tennessee,Forest: Elm/Ash/Cottonwood Group,14.7414357
Mixedwood Plains,Ontario,Ash,Mississippi Alluvial Plain,Tennessee,Forest: Elm/Ash/Cottonwood Group,15.85802435
Mixedwood Plains,Ontario,Ash,Mississippi Valley Loess Plains,Tennessee,Forest: Elm/Ash/Cottonwood Group,15.41097682
Mixedwood Plains,Alberta,Ash,Southwestern Tablelands,Texas,Forest: Elm/Ash/Cottonwood Group,18.06618317
Mixedwood Plains,Alberta,Ash,Central Great Plains,Texas,Forest: Elm/Ash/Cottonwood Group,18.01090298
Mixedwood Plains,Alberta,Ash,Cross Timbers,Texas,Forest: Elm/Ash/Cottonwood Group,18.21259834
Mixedwood Plains,Alberta,Ash,Edwards Plateau,Texas,Forest: Elm/Ash/Cottonwood Group,18.82692159
Mixedwood Plains,Alberta,Ash,Southern Texas Plains,Texas,Forest: Elm/Ash/Cottonwood Group,21.57909903
Mixedwood Plains,Alberta,Ash,Texas Blackland Prairies,Texas,Forest: Elm/Ash/Cottonwood Group,19.88803991
Mixedwood Plains,Alberta,Ash,East Central Texas Plains,Texas,Forest: Elm/Ash/Cottonwood Group,20.39133746
Mixedwood Plains,Alberta,Ash,Western Gulf Coastal Plain,Texas,Forest: Elm/Ash/Cottonwood Group,21.82610504
Mixedwood Plains,Alberta,Ash,South Central Plains,Texas,Forest: Elm/Ash/Cottonwood Group,19.11917839
Mixedwood Plains,Quebec,Ash,Northeastern Highlands,Vermont,Forest: Elm/Ash/Cottonwood Group,6.281824235
Mixedwood Plains,Quebec,Ash,Eastern Great Lakes Lowlands,Vermont,Forest: Elm/Ash/Cottonwood Group,7.578311612
Mixedwood Plains,Ontario,Ash,Piedmont,Virginia,Forest: Elm/Ash/Cottonwood Group,13.95338554
Atlantic Maritime,Quebec,Ash,Middle Atlantic Coastal Plain,Virginia,Forest: Elm/Ash/Cottonwood Group,15.13662839
Mixedwood Plains,Ontario,Ash,Northern Piedmont,Virginia,Forest: Elm/Ash/Cottonwood Group,13.0435282
Mixedwood Plains,Ontario,Ash,Southeastern Plains,Virginia,Forest: Elm/Ash/Cottonwood Group,14.9269684
Mixedwood Plains,Ontario,Ash,Ridge and Valley,Virginia,Forest: Elm/Ash/Cottonwood Group,11.89247594
Pacific Maritime,British Columbia,Ash,Puget Lowland,Washington,Forest: Elm/Ash/Cottonwood Group,10.69885505
Pacific Maritime,British Columbia,Ash,Willamette Valley,Washington,Forest: Elm/Ash/Cottonwood Group,11.32566985
Pacific Maritime,British Columbia,Ash,Cascades,Washington,Forest: Elm/Ash/Cottonwood Group,9.337159543
Montane Cordillera,British Columbia,Ash,Columbia Plateau,Washington,Forest: Elm/Ash/Cottonwood Group,9.087671991
Montane Cordillera,British Columbia,Ash,Northern Rockies,Washington,Forest: Elm/Ash/Cottonwood Group,8.26529108
Mixedwood Plains,Ontario,Ash,Blue Ridge,West Virginia,Forest: Elm/Ash/Cottonwood Group,12.38004306
Mixedwood Plains,Ontario,Ash,Ridge and Valley,West Virginia,Forest: Elm/Ash/Cottonwood Group,11.7086321
Mixedwood Plains,Ontario,Ash,Central Appalachians,West Virginia,Forest: Elm/Ash/Cottonwood Group,8.2048269
Mixedwood Plains,Ontario,Ash,Western Allegheny Plateau,West Virginia,Forest: Elm/Ash/Cottonwood Group,11.09837259
Mixedwood Plains,Ontario,Ash,Western Corn Belt Plains,Wisconsin,Forest: Elm/Ash/Cottonwood Group,7.363987155
Boreal Shield West,Ontario,Ash,Northern Lakes and Forests,Wisconsin,Forest: Elm/Ash/Cottonwood Group,5.609058451
Mixedwood Plains,Ontario,Ash,North Central Hardwood Forests,Wisconsin,Forest: Elm/Ash/Cottonwood Group,6.816465296
Mixedwood Plains,Ontario,Ash,Driftless Area,Wisconsin,Forest: Elm/Ash/Cottonwood Group,7.964207018
Mixedwood Plains,Ontario,Ash,Southeastern Wisconsin Till Plains,Wisconsin,Forest: Elm/Ash/Cottonwood Group,7.956753046
Mixedwood Plains,Ontario,Ash,Central Corn Belt Plains,Wisconsin,Forest: Elm/Ash/Cottonwood Group,8.692121488
Montane Cordillera,Alberta,Ash,Middle Rockies,Wyoming,Forest: Elm/Ash/Cottonwood Group,0.243643043
Montane Cordillera,Alberta,Ash,Southern Rockies,Wyoming,Forest: Elm/Ash/Cottonwood Group,5.440050087
Mixedwood Plains,Ontario,Maple,Southeastern Plains,Alabama,Forest: Maple/Beech/Birch Group,18.61583979
Mixedwood Plains,Ontario,Maple,Southwestern Appalachians,Alabama,Forest: Maple/Beech/Birch Group,14.56233834
Montane Cordillera,Ontario,Maple,Boston Mountains,Arkansas,Forest: Maple/Beech/Birch Group,14.67577957
Montane Cordillera,Ontario,Maple,Ozark Highlands,Arkansas,Forest: Maple/Beech/Birch Group,14.24749827
Mixedwood Plains,Quebec,Maple,Northeastern Highlands,Connecticut,Forest: Maple/Beech/Birch Group,8.237555895
Atlantic Maritime,Quebec,Maple,Northeastern Coastal Zone,Connecticut,Forest: Maple/Beech/Birch Group,9.879145674
Mixedwood Plains,Ontario,Maple,Blue Ridge,Georgia,Forest: Maple/Beech/Birch Group,15.40644363
Mixedwood Plains,Ontario,Maple,Driftless Area,Illinois,Forest: Maple/Beech/Birch Group,8.770104904
Mixedwood Plains,Ontario,Maple,Southeastern Wisconsin Till Plains,Illinois,Forest: Maple/Beech/Birch Group,8.838270916
Mixedwood Plains,Ontario,Maple,Central Corn Belt Plains,Illinois,Forest: Maple/Beech/Birch Group,9.952499138
Mixedwood Plains,Ontario,Maple,Interior Plateau,Illinois,Forest: Maple/Beech/Birch Group,13.87581704
Mixedwood Plains,Ontario,Maple,Interior River Valleys and Hills,Illinois,Forest: Maple/Beech/Birch Group,11.23913197
Mixedwood Plains,Ontario,Maple,Mississippi Alluvial Plain,Illinois,Forest: Maple/Beech/Birch Group,14.38623344
Mixedwood Plains,Ontario,Maple,Central Corn Belt Plains,Indiana,Forest: Maple/Beech/Birch Group,10.21928196
Mixedwood Plains,Ontario,Maple,Eastern Corn Belt Plains,Indiana,Forest: Maple/Beech/Birch Group,11.47190087
Mixedwood Plains,Ontario,Maple,Southern Michigan/Northern Indiana Drift Plains,Indiana,Forest: Maple/Beech/Birch Group,9.921350767
Mixedwood Plains,Ontario,Maple,Interior Plateau,Indiana,Forest: Maple/Beech/Birch Group,12.12208708
Mixedwood Plains,Ontario,Maple,Interior River Valleys and Hills,Indiana,Forest: Maple/Beech/Birch Group,12.43311423
Mixedwood Plains,Ontario,Maple,Central Irregular Plains,Iowa,Forest: Maple/Beech/Birch Group,10.54024504
Mixedwood Plains,Ontario,Maple,Western Corn Belt Plains,Iowa,Forest: Maple/Beech/Birch Group,9.401887377
Mixedwood Plains,Ontario,Maple,Driftless Area,Iowa,Forest: Maple/Beech/Birch Group,8.394802112
Mixedwood Plains,Ontario,Maple,Interior River Valleys and Hills,Iowa,Forest: Maple/Beech/Birch Group,10.70169553
Mixedwood Plains,Alberta,Maple,Southwestern Tablelands,Kansas,Forest: Maple/Beech/Birch Group,14.35330427
Mixedwood Plains,Alberta,Maple,Central Great Plains,Kansas,Forest: Maple/Beech/Birch Group,13.20151884
Mixedwood Plains,Alberta,Maple,Flint Hills,Kansas,Forest: Maple/Beech/Birch Group,12.65095252
Mixedwood Plains,Alberta,Maple,Cross Timbers,Kansas,Forest: Maple/Beech/Birch Group,13.45710453
Montane Cordillera,Alberta,Maple,Ozark Highlands,Kansas,Forest: Maple/Beech/Birch Group,14.37876623
Mixedwood Plains,Alberta,Maple,Central Irregular Plains,Kansas,Forest: Maple/Beech/Birch Group,13.23633284
Mixedwood Plains,Alberta,Maple,Western Corn Belt Plains,Kansas,Forest: Maple/Beech/Birch Group,12.03385437
Mixedwood Plains,Ontario,Maple,Southwestern Appalachians,Kentucky,Forest: Maple/Beech/Birch Group,12.78982554
Mixedwood Plains,Ontario,Maple,Central Appalachians,Kentucky,Forest: Maple/Beech/Birch Group,12.58994434
Mixedwood Plains,Ontario,Maple,Western Allegheny Plateau,Kentucky,Forest: Maple/Beech/Birch Group,12.49231794
Mixedwood Plains,Ontario,Maple,Interior Plateau,Kentucky,Forest: Maple/Beech/Birch Group,13.30907597
Mixedwood Plains,Ontario,Maple,Interior River Valleys and Hills,Kentucky,Forest: Maple/Beech/Birch Group,13.8019719
Mixedwood Plains,Ontario,Maple,Mississippi Valley Loess Plains,Kentucky,Forest: Maple/Beech/Birch Group,14.56172533
Mixedwood Plains,Ontario,Maple,Southeastern Plains,Louisiana,Forest: Maple/Beech/Birch Group,19.37947452
Atlantic Maritime,Quebec,Maple,Southern Coastal Plain,Louisiana,Forest: Maple/Beech/Birch Group,19.39790251
Mixedwood Plains,Quebec,Maple,Northeastern Highlands,Maine,Forest: Maple/Beech/Birch Group,4.200927548
Atlantic Maritime,Quebec,Maple,Northeastern Coastal Zone,Maine,Forest: Maple/Beech/Birch Group,7.975772431
Mixedwood Plains,Quebec,Maple,Acadian Plains and Hills,Maine,Forest: Maple/Beech/Birch Group,5.885804842
Atlantic Maritime,Quebec,Maple,Middle Atlantic Coastal Plain,Maryland,Forest: Maple/Beech/Birch Group,13.18277046
Mixedwood Plains,Quebec,Maple,Northern Piedmont,Maryland,Forest: Maple/Beech/Birch Group,12.0806591
Mixedwood Plains,Quebec,Maple,Blue Ridge,Maryland,Forest: Maple/Beech/Birch Group,11.38276462
Mixedwood Plains,Quebec,Maple,Ridge and Valley,Maryland,Forest: Maple/Beech/Birch Group,9.204503849
Mixedwood Plains,Quebec,Maple,Central Appalachians,Maryland,Forest: Maple/Beech/Birch Group,8.802706346
Mixedwood Plains,Quebec,Maple,Northeastern Highlands,Massachusetts,Forest: Maple/Beech/Birch Group,7.358115515
Atlantic Maritime,Quebec,Maple,Northeastern Coastal Zone,Massachusetts,Forest: Maple/Beech/Birch Group,9.296146591
Atlantic Maritime,Quebec,Maple,Atlantic Coastal Pine Barrens,Massachusetts,Forest: Maple/Beech/Birch Group,10.45256584
Boreal Shield West,Ontario,Maple,Northern Lakes and Forests,Michigan,Forest: Maple/Beech/Birch Group,5.042612028
Mixedwood Plains,Ontario,Maple,Eastern Corn Belt Plains,Michigan,Forest: Maple/Beech/Birch Group,9.335975446
Mixedwood Plains,Ontario,Maple,Southern Michigan/Northern Indiana Drift Plains,Michigan,Forest: Maple/Beech/Birch Group,9.438906541
Mixedwood Plains,Ontario,Maple,Huron/Erie Lake Plains,Michigan,Forest: Maple/Beech/Birch Group,8.840367715
Mixedwood Plains,Ontario,Maple,Northern Glaciated Plains,Minnesota,Forest: Maple/Beech/Birch Group,6.841844607
Mixedwood Plains,Ontario,Maple,Western Corn Belt Plains,Minnesota,Forest: Maple/Beech/Birch Group,7.446850747
Mixedwood Plains,Ontario,Maple,Lake Agassiz Plain,Minnesota,Forest: Maple/Beech/Birch Group,4.483812376
Mixedwood Plains,Ontario,Maple,Northern Minnesota Wetlands,Minnesota,Forest: Maple/Beech/Birch Group,3.955352694
Boreal Shield West,Ontario,Maple,Northern Lakes and Forests,Minnesota,Forest: Maple/Beech/Birch Group,4.722294856
Mixedwood Plains,Ontario,Maple,North Central Hardwood Forests,Minnesota,Forest: Maple/Beech/Birch Group,5.998766135
Mixedwood Plains,Ontario,Maple,Driftless Area,Minnesota,Forest: Maple/Beech/Birch Group,7.32726282
Montane Cordillera,Ontario,Maple,Ozark Highlands,Missouri,Forest: Maple/Beech/Birch Group,13.55887598
Mixedwood Plains,Ontario,Maple,Central Irregular Plains,Missouri,Forest: Maple/Beech/Birch Group,12.41037277
Mixedwood Plains,Ontario,Maple,Western Corn Belt Plains,Missouri,Forest: Maple/Beech/Birch Group,11.9731835
Mixedwood Plains,Ontario,Maple,Interior River Valleys and Hills,Missouri,Forest: Maple/Beech/Birch Group,12.76319511
Mixedwood Plains,Ontario,Maple,Mississippi Alluvial Plain,Missouri,Forest: Maple/Beech/Birch Group,13.94441047
Mixedwood Plains,Ontario,Maple,Mississippi Valley Loess Plains,Missouri,Forest: Maple/Beech/Birch Group,13.99371061
Mixedwood Plains,Alberta,Maple,Central Great Plains,Nebraska,Forest: Maple/Beech/Birch Group,9.798778446
Mixedwood Plains,Alberta,Maple,Western Corn Belt Plains,Nebraska,Forest: Maple/Beech/Birch Group,9.954342979
Mixedwood Plains,Quebec,Maple,Northeastern Highlands,New Hampshire,Forest: Maple/Beech/Birch Group,6.007506593
Atlantic Maritime,Quebec,Maple,Northeastern Coastal Zone,New Hampshire,Forest: Maple/Beech/Birch Group,8.258143706
Mixedwood Plains,Quebec,Maple,Northeastern Highlands,New Jersey,Forest: Maple/Beech/Birch Group,10.13750528
Atlantic Maritime,Quebec,Maple,Middle Atlantic Coastal Plain,New Jersey,Forest: Maple/Beech/Birch Group,13.01195493
Mixedwood Plains,Quebec,Maple,Northern Piedmont,New Jersey,Forest: Maple/Beech/Birch Group,10.82202364
Mixedwood Plains,Quebec,Maple,Ridge and Valley,New Jersey,Forest: Maple/Beech/Birch Group,9.727874066
Atlantic Maritime,Quebec,Maple,Atlantic Coastal Pine Barrens,New Jersey,Forest: Maple/Beech/Birch Group,12.11423672
Mixedwood Plains,Quebec,Maple,Northeastern Highlands,New York,Forest: Maple/Beech/Birch Group,5.875061726
Atlantic Maritime,Quebec,Maple,Northeastern Coastal Zone,New York,Forest: Maple/Beech/Birch Group,9.306658618
Mixedwood Plains,Quebec,Maple,Northern Allegheny Plateau,New York,Forest: Maple/Beech/Birch Group,7.465911302
Mixedwood Plains,Quebec,Maple,Erie Drift Plain,New York,Forest: Maple/Beech/Birch Group,8.14117923
Mixedwood Plains,Quebec,Maple,North Central Appalachians,New York,Forest: Maple/Beech/Birch Group,7.342664887
Mixedwood Plains,Quebec,Maple,Northern Piedmont,New York,Forest: Maple/Beech/Birch Group,10.97432649
Mixedwood Plains,Quebec,Maple,Ridge and Valley,New York,Forest: Maple/Beech/Birch Group,9.911650713
Mixedwood Plains,Quebec,Maple,Eastern Great Lakes Lowlands,New York,Forest: Maple/Beech/Birch Group,7.854844368
Atlantic Maritime,Quebec,Maple,Atlantic Coastal Pine Barrens,New York,Forest: Maple/Beech/Birch Group,11.23103427
Mixedwood Plains,Ontario,Maple,Blue Ridge,North Carolina,Forest: Maple/Beech/Birch Group,10.09156655
Mixedwood Plains,Alberta,Maple,Northwestern Glaciated Plains,North Dakota,Forest: Maple/Beech/Birch Group,5.965942134
Mixedwood Plains,Alberta,Maple,Northwestern Great Plains,North Dakota,Forest: Maple/Beech/Birch Group,5.562477934
Mixedwood Plains,Alberta,Maple,Northern Glaciated Plains,North Dakota,Forest: Maple/Beech/Birch Group,4.552776102
Mixedwood Plains,Alberta,Maple,Lake Agassiz Plain,North Dakota,Forest: Maple/Beech/Birch Group,4.998851857
Mixedwood Plains,Ontario,Maple,Eastern Corn Belt Plains,Ohio,Forest: Maple/Beech/Birch Group,10.93521901
Mixedwood Plains,Ontario,Maple,Huron/Erie Lake Plains,Ohio,Forest: Maple/Beech/Birch Group,10.30859291
Mixedwood Plains,Ontario,Maple,Erie Drift Plain,Ohio,Forest: Maple/Beech/Birch Group,9.658701006
Mixedwood Plains,Ontario,Maple,Western Allegheny Plateau,Ohio,Forest: Maple/Beech/Birch Group,10.59386973
Mixedwood Plains,Ontario,Maple,Interior Plateau,Ohio,Forest: Maple/Beech/Birch Group,12.16088202
Mixedwood Plains,Ontario,Maple,Eastern Great Lakes Lowlands,Ohio,Forest: Maple/Beech/Birch Group,10.33921543
Mixedwood Plains,Alberta,Maple,Central Great Plains,Oklahoma,Forest: Maple/Beech/Birch Group,15.16802288
Mixedwood Plains,Alberta,Maple,Flint Hills,Oklahoma,Forest: Maple/Beech/Birch Group,14.98693896
Montane Cordillera,Alberta,Maple,Ozark Highlands,Oklahoma,Forest: Maple/Beech/Birch Group,14.63159538
Mixedwood Plains,Alberta,Maple,Central Irregular Plains,Oklahoma,Forest: Maple/Beech/Birch Group,15.0649389
Mixedwood Plains,Ontario,Maple,Northeastern Highlands,Pennsylvania,Forest: Maple/Beech/Birch Group,10.85136192
Mixedwood Plains,Ontario,Maple,Northern Allegheny Plateau,Pennsylvania,Forest: Maple/Beech/Birch Group,7.962133039
Mixedwood Plains,Ontario,Maple,Erie Drift Plain,Pennsylvania,Forest: Maple/Beech/Birch Group,8.569013023
Mixedwood Plains,Ontario,Maple,North Central Appalachians,Pennsylvania,Forest: Maple/Beech/Birch Group,7.622798817
Mixedwood Plains,Ontario,Maple,Northern Piedmont,Pennsylvania,Forest: Maple/Beech/Birch Group,11.45509938
Mixedwood Plains,Ontario,Maple,Blue Ridge,Pennsylvania,Forest: Maple/Beech/Birch Group,10.75655583
Mixedwood Plains,Ontario,Maple,Ridge and Valley,Pennsylvania,Forest: Maple/Beech/Birch Group,9.181335394
Mixedwood Plains,Ontario,Maple,Central Appalachians,Pennsylvania,Forest: Maple/Beech/Birch Group,8.766054288
Mixedwood Plains,Ontario,Maple,Western Allegheny Plateau,Pennsylvania,Forest: Maple/Beech/Birch Group,9.90992676
Mixedwood Plains,Ontario,Maple,Eastern Great Lakes Lowlands,Pennsylvania,Forest: Maple/Beech/Birch Group,9.918179196
Atlantic Maritime,Quebec,Maple,Northeastern Coastal Zone,Rhode Island,Forest: Maple/Beech/Birch Group,10.00206057
Mixedwood Plains,Alberta,Maple,Northwestern Glaciated Plains,South Dakota,Forest: Maple/Beech/Birch Group,9.446230162
Mixedwood Plains,Alberta,Maple,Northern Glaciated Plains,South Dakota,Forest: Maple/Beech/Birch Group,9.072126426
Mixedwood Plains,Alberta,Maple,Western Corn Belt Plains,South Dakota,Forest: Maple/Beech/Birch Group,8.938147723
Mixedwood Plains,Ontario,Maple,Southeastern Plains,Tennessee,Forest: Maple/Beech/Birch Group,15.20052507
Mixedwood Plains,Ontario,Maple,Blue Ridge,Tennessee,Forest: Maple/Beech/Birch Group,9.281879476
Mixedwood Plains,Ontario,Maple,Ridge and Valley,Tennessee,Forest: Maple/Beech/Birch Group,14.60116956
Mixedwood Plains,Ontario,Maple,Central Appalachians,Tennessee,Forest: Maple/Beech/Birch Group,12.4469038
Mixedwood Plains,Ontario,Maple,Interior Plateau,Tennessee,Forest: Maple/Beech/Birch Group,14.39275344
Mixedwood Plains,Ontario,Maple,Mississippi Valley Loess Plains,Tennessee,Forest: Maple/Beech/Birch Group,15.5572859
Mixedwood Plains,Quebec,Maple,Northeastern Highlands,Vermont,Forest: Maple/Beech/Birch Group,5.510039124
Atlantic Maritime,Quebec,Maple,Northeastern Coastal Zone,Vermont,Forest: Maple/Beech/Birch Group,7.898906512
Mixedwood Plains,Quebec,Maple,Eastern Great Lakes Lowlands,Vermont,Forest: Maple/Beech/Birch Group,7.568008263
Mixedwood Plains,Ontario,Maple,Northern Piedmont,Virginia,Forest: Maple/Beech/Birch Group,12.76461516
Mixedwood Plains,Ontario,Maple,Blue Ridge,Virginia,Forest: Maple/Beech/Birch Group,9.75857981
Mixedwood Plains,Ontario,Maple,Ridge and Valley,Virginia,Forest: Maple/Beech/Birch Group,8.505418623
Mixedwood Plains,Ontario,Maple,Central Appalachians,Virginia,Forest: Maple/Beech/Birch Group,11.95978307
Mixedwood Plains,Ontario,Maple,Ridge and Valley,West Virginia,Forest: Maple/Beech/Birch Group,8.214635861
Mixedwood Plains,Ontario,Maple,Central Appalachians,West Virginia,Forest: Maple/Beech/Birch Group,8.633047985
Mixedwood Plains,Ontario,Maple,Western Allegheny Plateau,West Virginia,Forest: Maple/Beech/Birch Group,11.00660198
Mixedwood Plains,Ontario,Maple,Western Corn Belt Plains,Wisconsin,Forest: Maple/Beech/Birch Group,6.784727
Boreal Shield West,Ontario,Maple,Northern Lakes and Forests,Wisconsin,Forest: Maple/Beech/Birch Group,5.037543847
Mixedwood Plains,Ontario,Maple,North Central Hardwood Forests,Wisconsin,Forest: Maple/Beech/Birch Group,6.114453005
Mixedwood Plains,Ontario,Maple,Driftless Area,Wisconsin,Forest: Maple/Beech/Birch Group,7.630818965
Mixedwood Plains,Ontario,Maple,Southeastern Wisconsin Till Plains,Wisconsin,Forest: Maple/Beech/Birch Group,7.93814356
Mixedwood Plains,Ontario,Maple,Central Corn Belt Plains,Wisconsin,Forest: Maple/Beech/Birch Group,8.753353187
Montane Cordillera,Ontario,Birch,Arizona/New Mexico Plateau,Arizona,Forest: Aspen/Birch Group,9.15430714
Montane Cordillera,Ontario,Birch,Arizona/New Mexico Mountains,Arizona,Forest: Aspen/Birch Group,6.08233607
Montane Cordillera,Ontario,Birch,Madrean Archipelago,Arizona,Forest: Aspen/Birch Group,10.67224079
Pacific Maritime,British Columbia,Birch,Cascades,California,Forest: Aspen/Birch Group,6.590512676
Pacific Maritime,British Columbia,Birch,Sierra Nevada,California,Forest: Aspen/Birch Group,3.883806106
Pacific Maritime,British Columbia,Birch,Eastern Cascades Slopes and Foothills,California,Forest: Aspen/Birch Group,4.678684029
Montane Cordillera,British Columbia,Birch,Central Basin and Range,California,Forest: Aspen/Birch Group,3.984980988
Montane Cordillera,Alberta,Birch,Wyoming Basin,Colorado,Forest: Aspen/Birch Group,3.678371321
Montane Cordillera,Alberta,Birch,Colorado Plateaus,Colorado,Forest: Aspen/Birch Group,6.001907744
Montane Cordillera,Alberta,Birch,Southern Rockies,Colorado,Forest: Aspen/Birch Group,3.958772606
Montane Cordillera,Alberta,Birch,Arizona/New Mexico Plateau,Colorado,Forest: Aspen/Birch Group,4.326085147
Mixedwood Plains,Quebec,Birch,Northeastern Highlands,Connecticut,Forest: Aspen/Birch Group,7.760017374
Atlantic Maritime,Quebec,Birch,Northeastern Coastal Zone,Connecticut,Forest: Aspen/Birch Group,10.30519388
Montane Cordillera,British Columbia,Birch,Blue Mountains,Idaho,Forest: Aspen/Birch Group,7.632238278
Montane Cordillera,British Columbia,Birch,Snake River Plain,Idaho,Forest: Aspen/Birch Group,4.757751897
Montane Cordillera,British Columbia,Birch,Northern Rockies,Idaho,Forest: Aspen/Birch Group,7.380913878
Montane Cordillera,British Columbia,Birch,Idaho Batholith,Idaho,Forest: Aspen/Birch Group,5.143167509
Montane Cordillera,British Columbia,Birch,Middle Rockies,Idaho,Forest: Aspen/Birch Group,4.329465588
Montane Cordillera,British Columbia,Birch,Wyoming Basin,Idaho,Forest: Aspen/Birch Group,3.976001073
Montane Cordillera,British Columbia,Birch,Wasatch and Uinta Mountains,Idaho,Forest: Aspen/Birch Group,4.666213752
Montane Cordillera,British Columbia,Birch,Northern Basin and Range,Idaho,Forest: Aspen/Birch Group,6.209942667
Mixedwood Plains,Ontario,Birch,Driftless Area,Illinois,Forest: Aspen/Birch Group,8.843749312
Mixedwood Plains,Ontario,Birch,Southeastern Wisconsin Till Plains,Illinois,Forest: Aspen/Birch Group,8.608748605
Mixedwood Plains,Ontario,Birch,Eastern Corn Belt Plains,Indiana,Forest: Aspen/Birch Group,10.55911905
Mixedwood Plains,Ontario,Birch,Southern Michigan/Northern Indiana Drift Plains,Indiana,Forest: Aspen/Birch Group,9.493195427
Mixedwood Plains,Ontario,Birch,Interior Plateau,Indiana,Forest: Aspen/Birch Group,11.38797104
Mixedwood Plains,Ontario,Birch,Western Corn Belt Plains,Iowa,Forest: Aspen/Birch Group,8.417684734
Mixedwood Plains,Quebec,Birch,Northeastern Highlands,Maine,Forest: Aspen/Birch Group,3.769326625
Atlantic Maritime,Quebec,Birch,Northeastern Coastal Zone,Maine,Forest: Aspen/Birch Group,8.102044705
Mixedwood Plains,Quebec,Birch,Acadian Plains and Hills,Maine,Forest: Aspen/Birch Group,5.805393205
Mixedwood Plains,Quebec,Birch,Northeastern Highlands,Massachusetts,Forest: Aspen/Birch Group,8.02527477
Atlantic Maritime,Quebec,Birch,Northeastern Coastal Zone,Massachusetts,Forest: Aspen/Birch Group,8.935379948
Atlantic Maritime,Quebec,Birch,Atlantic Coastal Pine Barrens,Massachusetts,Forest: Aspen/Birch Group,10.47746782
Boreal Shield West,Ontario,Birch,Northern Lakes and Forests,Michigan,Forest: Aspen/Birch Group,6.345960511
Mixedwood Plains,Ontario,Birch,North Central Hardwood Forests,Michigan,Forest: Aspen/Birch Group,7.773350288
Mixedwood Plains,Ontario,Birch,Eastern Corn Belt Plains,Michigan,Forest: Aspen/Birch Group,9.213678258
Mixedwood Plains,Ontario,Birch,Southern Michigan/Northern Indiana Drift Plains,Michigan,Forest: Aspen/Birch Group,8.800928116
Mixedwood Plains,Ontario,Birch,Huron/Erie Lake Plains,Michigan,Forest: Aspen/Birch Group,8.534104091
Mixedwood Plains,Ontario,Birch,Western Corn Belt Plains,Minnesota,Forest: Aspen/Birch Group,7.463868826
Mixedwood Plains,Ontario,Birch,Lake Agassiz Plain,Minnesota,Forest: Aspen/Birch Group,3.984223788
Mixedwood Plains,Ontario,Birch,Northern Minnesota Wetlands,Minnesota,Forest: Aspen/Birch Group,3.705201043
Boreal Shield West,Ontario,Birch,Northern Lakes and Forests,Minnesota,Forest: Aspen/Birch Group,4.014374008
Mixedwood Plains,Ontario,Birch,North Central Hardwood Forests,Minnesota,Forest: Aspen/Birch Group,5.178858311
Montane Cordillera,Alberta,Birch,Northern Rockies,Montana,Forest: Aspen/Birch Group,6.195630769
Montane Cordillera,Alberta,Birch,Idaho Batholith,Montana,Forest: Aspen/Birch Group,3.825928652
Montane Cordillera,Alberta,Birch,Middle Rockies,Montana,Forest: Aspen/Birch Group,4.393872924
Montane Cordillera,Alberta,Birch,Canadian Rockies,Montana,Forest: Aspen/Birch Group,4.111416809
Mixedwood Plains,Alberta,Birch,Northwestern Glaciated Plains,Montana,Forest: Aspen/Birch Group,4.430395264
Mixedwood Plains,Alberta,Birch,Northwestern Great Plains,Montana,Forest: Aspen/Birch Group,5.578245766
Pacific Maritime,British Columbia,Birch,Sierra Nevada,Nevada,Forest: Aspen/Birch Group,6.279194278
Montane Cordillera,British Columbia,Birch,Central Basin and Range,Nevada,Forest: Aspen/Birch Group,4.765092811
Montane Cordillera,British Columbia,Birch,Northern Basin and Range,Nevada,Forest: Aspen/Birch Group,4.928089033
Mixedwood Plains,Quebec,Birch,Northeastern Highlands,New Hampshire,Forest: Aspen/Birch Group,4.759496684
Atlantic Maritime,Quebec,Birch,Northeastern Coastal Zone,New Hampshire,Forest: Aspen/Birch Group,8.505555674
Mixedwood Plains,Quebec,Birch,Northern Piedmont,New Jersey,Forest: Aspen/Birch Group,12.03587499
Atlantic Maritime,Quebec,Birch,Atlantic Coastal Pine Barrens,New Jersey,Forest: Aspen/Birch Group,11.68468222
Montane Cordillera,Alberta,Birch,Southern Rockies,New Mexico,Forest: Aspen/Birch Group,4.604136417
Montane Cordillera,Alberta,Birch,Arizona/New Mexico Mountains,New Mexico,Forest: Aspen/Birch Group,7.579732589
Mixedwood Plains,Quebec,Birch,Northeastern Highlands,New York,Forest: Aspen/Birch Group,4.320951787
