EcoBoundaryID,AdminBoundaryID,SpeciesTypeID,StratumID,SecondaryStratumID,StateClassID,AverageTemperature
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Mojave Basin and Range,Nevada,Forest: Douglas-fir Group,5.206757685
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Northern Basin and Range,Nevada,Forest: Douglas-fir Group,4.287233936
Montane Cordillera,Alberta,Dougles-fir - Genus type,Southern Rockies,New Mexico,Forest: Douglas-fir Group,5.73269628
Montane Cordillera,Alberta,Dougles-fir - Genus type,Arizona/New Mexico Mountains,New Mexico,Forest: Douglas-fir Group,8.79208777
Mixedwood Plains,Alberta,Dougles-fir - Genus type,Southwestern Tablelands,New Mexico,Forest: Douglas-fir Group,9.420901906
Mixedwood Plains,Quebec,Dougles-fir - Genus type,Northern Allegheny Plateau,New York,Forest: Douglas-fir Group,7.80968999
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Coast Range,Oregon,Forest: Douglas-fir Group,10.79115561
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Willamette Valley,Oregon,Forest: Douglas-fir Group,11.19645518
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Cascades,Oregon,Forest: Douglas-fir Group,9.213083325
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Eastern Cascades Slopes and Foothills,Oregon,Forest: Douglas-fir Group,8.021508048
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Columbia Plateau,Oregon,Forest: Douglas-fir Group,7.89938269
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Blue Mountains,Oregon,Forest: Douglas-fir Group,7.236863658
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Klamath Mountains/California High North Coast Range,Oregon,Forest: Douglas-fir Group,11.19951631
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Northern Basin and Range,Oregon,Forest: Douglas-fir Group,4.713480547
Montane Cordillera,Alberta,Dougles-fir - Genus type,Middle Rockies,South Dakota,Forest: Douglas-fir Group,3.757072149
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Central Basin and Range,Utah,Forest: Douglas-fir Group,6.991178915
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Wyoming Basin,Utah,Forest: Douglas-fir Group,2.998485348
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Wasatch and Uinta Mountains,Utah,Forest: Douglas-fir Group,4.867970958
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Colorado Plateaus,Utah,Forest: Douglas-fir Group,5.76634622
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Southern Rockies,Utah,Forest: Douglas-fir Group,5.395804374
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Northern Basin and Range,Utah,Forest: Douglas-fir Group,4.682068622
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Coast Range,Washington,Forest: Douglas-fir Group,9.61994625
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Puget Lowland,Washington,Forest: Douglas-fir Group,10.36868647
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Willamette Valley,Washington,Forest: Douglas-fir Group,10.90092773
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Cascades,Washington,Forest: Douglas-fir Group,8.232497237
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Eastern Cascades Slopes and Foothills,Washington,Forest: Douglas-fir Group,7.071023145
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Columbia Plateau,Washington,Forest: Douglas-fir Group,8.079119402
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Blue Mountains,Washington,Forest: Douglas-fir Group,8.038955304
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Northern Rockies,Washington,Forest: Douglas-fir Group,6.590968541
Pacific Maritime,British Columbia,Dougles-fir - Genus type,North Cascades,Washington,Forest: Douglas-fir Group,6.323455548
Montane Cordillera,Alberta,Dougles-fir - Genus type,Snake River Plain,Wyoming,Forest: Douglas-fir Group,4.087466899
Montane Cordillera,Alberta,Dougles-fir - Genus type,Middle Rockies,Wyoming,Forest: Douglas-fir Group,3.343468478
Montane Cordillera,Alberta,Dougles-fir - Genus type,Wyoming Basin,Wyoming,Forest: Douglas-fir Group,4.408071658
Montane Cordillera,Alberta,Dougles-fir - Genus type,Wasatch and Uinta Mountains,Wyoming,Forest: Douglas-fir Group,3.35566702
Montane Cordillera,Alberta,Dougles-fir - Genus type,Southern Rockies,Wyoming,Forest: Douglas-fir Group,4.17625087
Mixedwood Plains,Alberta,Dougles-fir - Genus type,Northwestern Great Plains,Wyoming,Forest: Douglas-fir Group,6.490277443
Montane Cordillera,Ontario,Ponderosa pine,Arizona/New Mexico Plateau,Arizona,Forest: Ponderosa Pine Group,10.96887571
Montane Cordillera,Ontario,Ponderosa pine,Arizona/New Mexico Mountains,Arizona,Forest: Ponderosa Pine Group,9.076255394
Montane Cordillera,Ontario,Ponderosa pine,Madrean Archipelago,Arizona,Forest: Ponderosa Pine Group,11.34376374
Pacific Maritime,British Columbia,Ponderosa pine,Coast Range,California,Forest: Ponderosa Pine Group,12.06269824
Pacific Maritime,British Columbia,Ponderosa pine,Cascades,California,Forest: Ponderosa Pine Group,8.314955846
Pacific Maritime,British Columbia,Ponderosa pine,Sierra Nevada,California,Forest: Ponderosa Pine Group,8.089626509
Pacific Maritime,British Columbia,Ponderosa pine,Central California Foothills and Coastal Mountains,California,Forest: Ponderosa Pine Group,14.33774992
Pacific Maritime,British Columbia,Ponderosa pine,Southern California Mountains,California,Forest: Ponderosa Pine Group,11.98072729
Pacific Maritime,British Columbia,Ponderosa pine,Eastern Cascades Slopes and Foothills,California,Forest: Ponderosa Pine Group,8.057261755
Montane Cordillera,British Columbia,Ponderosa pine,Central Basin and Range,California,Forest: Ponderosa Pine Group,6.566706853
Montane Cordillera,British Columbia,Ponderosa pine,Mojave Basin and Range,California,Forest: Ponderosa Pine Group,9.21789661
Pacific Maritime,British Columbia,Ponderosa pine,Klamath Mountains/California High North Coast Range,California,Forest: Ponderosa Pine Group,11.44131483
Montane Cordillera,British Columbia,Ponderosa pine,Northern Basin and Range,California,Forest: Ponderosa Pine Group,7.245903528
Montane Cordillera,British Columbia,Ponderosa pine,Sonoran Basin and Range,California,Forest: Ponderosa Pine Group,14.5212462
Pacific Maritime,British Columbia,Ponderosa pine,Southern California/Northern Baja Coast,California,Forest: Ponderosa Pine Group,16.65839703
Montane Cordillera,Alberta,Ponderosa pine,Wyoming Basin,Colorado,Forest: Ponderosa Pine Group,5.668265311
Montane Cordillera,Alberta,Ponderosa pine,Colorado Plateaus,Colorado,Forest: Ponderosa Pine Group,7.162984832
Montane Cordillera,Alberta,Ponderosa pine,Southern Rockies,Colorado,Forest: Ponderosa Pine Group,6.706020734
Montane Cordillera,Alberta,Ponderosa pine,Arizona/New Mexico Plateau,Colorado,Forest: Ponderosa Pine Group,5.281963746
Mixedwood Plains,Alberta,Ponderosa pine,High Plains,Colorado,Forest: Ponderosa Pine Group,9.829628689
Mixedwood Plains,Alberta,Ponderosa pine,Southwestern Tablelands,Colorado,Forest: Ponderosa Pine Group,8.224243456
Montane Cordillera,British Columbia,Ponderosa pine,Columbia Plateau,Idaho,Forest: Ponderosa Pine Group,7.915059535
Montane Cordillera,British Columbia,Ponderosa pine,Blue Mountains,Idaho,Forest: Ponderosa Pine Group,7.384033244
Montane Cordillera,British Columbia,Ponderosa pine,Snake River Plain,Idaho,Forest: Ponderosa Pine Group,7.55747126
Montane Cordillera,British Columbia,Ponderosa pine,Central Basin and Range,Idaho,Forest: Ponderosa Pine Group,7.816660611
Montane Cordillera,British Columbia,Ponderosa pine,Northern Rockies,Idaho,Forest: Ponderosa Pine Group,8.368108374
Montane Cordillera,British Columbia,Ponderosa pine,Idaho Batholith,Idaho,Forest: Ponderosa Pine Group,6.875979781
Montane Cordillera,British Columbia,Ponderosa pine,Middle Rockies,Idaho,Forest: Ponderosa Pine Group,6.678751463
Montane Cordillera,British Columbia,Ponderosa pine,Northern Basin and Range,Idaho,Forest: Ponderosa Pine Group,7.278328869
Mixedwood Plains,Alberta,Ponderosa pine,Central Irregular Plains,Kansas,Forest: Ponderosa Pine Group,13.73049107
Mixedwood Plains,Ontario,Ponderosa pine,Central Irregular Plains,Missouri,Forest: Ponderosa Pine Group,12.52580867
Montane Cordillera,Alberta,Ponderosa pine,Northern Rockies,Montana,Forest: Ponderosa Pine Group,6.780227518
Montane Cordillera,Alberta,Ponderosa pine,Idaho Batholith,Montana,Forest: Ponderosa Pine Group,5.719012927
Montane Cordillera,Alberta,Ponderosa pine,Middle Rockies,Montana,Forest: Ponderosa Pine Group,6.065526147
Montane Cordillera,Alberta,Ponderosa pine,Canadian Rockies,Montana,Forest: Ponderosa Pine Group,4.569635671
Mixedwood Plains,Alberta,Ponderosa pine,Northwestern Glaciated Plains,Montana,Forest: Ponderosa Pine Group,6.417985273
Mixedwood Plains,Alberta,Ponderosa pine,Northwestern Great Plains,Montana,Forest: Ponderosa Pine Group,7.591350436
Mixedwood Plains,Alberta,Ponderosa pine,High Plains,Nebraska,Forest: Ponderosa Pine Group,8.315243739
Mixedwood Plains,Alberta,Ponderosa pine,Northwestern Glaciated Plains,Nebraska,Forest: Ponderosa Pine Group,9.270466268
Mixedwood Plains,Alberta,Ponderosa pine,Northwestern Great Plains,Nebraska,Forest: Ponderosa Pine Group,9.154971762
Mixedwood Plains,Alberta,Ponderosa pine,Nebraska Sand Hills,Nebraska,Forest: Ponderosa Pine Group,9.063882901
Mixedwood Plains,Alberta,Ponderosa pine,Western Corn Belt Plains,Nebraska,Forest: Ponderosa Pine Group,9.64415539
Pacific Maritime,British Columbia,Ponderosa pine,Sierra Nevada,Nevada,Forest: Ponderosa Pine Group,7.552355999
Montane Cordillera,British Columbia,Ponderosa pine,Central Basin and Range,Nevada,Forest: Ponderosa Pine Group,7.087665311
Montane Cordillera,British Columbia,Ponderosa pine,Mojave Basin and Range,Nevada,Forest: Ponderosa Pine Group,6.150003545
Montane Cordillera,British Columbia,Ponderosa pine,Northern Basin and Range,Nevada,Forest: Ponderosa Pine Group,7.045858504
Montane Cordillera,Alberta,Ponderosa pine,Southern Rockies,New Mexico,Forest: Ponderosa Pine Group,7.634126589
Montane Cordillera,Alberta,Ponderosa pine,Arizona/New Mexico Plateau,New Mexico,Forest: Ponderosa Pine Group,8.469198285
Montane Cordillera,Alberta,Ponderosa pine,Arizona/New Mexico Mountains,New Mexico,Forest: Ponderosa Pine Group,8.963174321
Mixedwood Plains,Alberta,Ponderosa pine,Southwestern Tablelands,New Mexico,Forest: Ponderosa Pine Group,8.634696722
Mixedwood Plains,Alberta,Ponderosa pine,Cross Timbers,Oklahoma,Forest: Ponderosa Pine Group,15.82873926
Mixedwood Plains,Alberta,Ponderosa pine,Central Irregular Plains,Oklahoma,Forest: Ponderosa Pine Group,14.7963206
Pacific Maritime,British Columbia,Ponderosa pine,Cascades,Oregon,Forest: Ponderosa Pine Group,7.334049808
Pacific Maritime,British Columbia,Ponderosa pine,Eastern Cascades Slopes and Foothills,Oregon,Forest: Ponderosa Pine Group,6.955687579
Montane Cordillera,British Columbia,Ponderosa pine,Columbia Plateau,Oregon,Forest: Ponderosa Pine Group,8.059320224
Montane Cordillera,British Columbia,Ponderosa pine,Blue Mountains,Oregon,Forest: Ponderosa Pine Group,6.815081069
Pacific Maritime,British Columbia,Ponderosa pine,Klamath Mountains/California High North Coast Range,Oregon,Forest: Ponderosa Pine Group,10.49538128
Montane Cordillera,British Columbia,Ponderosa pine,Northern Basin and Range,Oregon,Forest: Ponderosa Pine Group,7.04804508
Montane Cordillera,Alberta,Ponderosa pine,Middle Rockies,South Dakota,Forest: Ponderosa Pine Group,6.448568289
Mixedwood Plains,Alberta,Ponderosa pine,High Plains,South Dakota,Forest: Ponderosa Pine Group,8.869701657
Mixedwood Plains,Alberta,Ponderosa pine,Northwestern Great Plains,South Dakota,Forest: Ponderosa Pine Group,8.428094623
Montane Cordillera,British Columbia,Ponderosa pine,Central Basin and Range,Utah,Forest: Ponderosa Pine Group,7.440427837
Montane Cordillera,British Columbia,Ponderosa pine,Wyoming Basin,Utah,Forest: Ponderosa Pine Group,3.424588572
Montane Cordillera,British Columbia,Ponderosa pine,Wasatch and Uinta Mountains,Utah,Forest: Ponderosa Pine Group,5.72976842
Montane Cordillera,British Columbia,Ponderosa pine,Colorado Plateaus,Utah,Forest: Ponderosa Pine Group,7.024244227
Montane Cordillera,British Columbia,Ponderosa pine,Southern Rockies,Utah,Forest: Ponderosa Pine Group,7.300139265
Pacific Maritime,British Columbia,Ponderosa pine,Eastern Cascades Slopes and Foothills,Washington,Forest: Ponderosa Pine Group,7.260430974
Montane Cordillera,British Columbia,Ponderosa pine,Columbia Plateau,Washington,Forest: Ponderosa Pine Group,8.460487776
Montane Cordillera,British Columbia,Ponderosa pine,Blue Mountains,Washington,Forest: Ponderosa Pine Group,8.307718357
Montane Cordillera,British Columbia,Ponderosa pine,Northern Rockies,Washington,Forest: Ponderosa Pine Group,8.028752854
Pacific Maritime,British Columbia,Ponderosa pine,North Cascades,Washington,Forest: Ponderosa Pine Group,7.04278355
Montane Cordillera,Alberta,Ponderosa pine,Middle Rockies,Wyoming,Forest: Ponderosa Pine Group,6.375322084
Montane Cordillera,Alberta,Ponderosa pine,Wyoming Basin,Wyoming,Forest: Ponderosa Pine Group,6.122083594
Montane Cordillera,Alberta,Ponderosa pine,Wasatch and Uinta Mountains,Wyoming,Forest: Ponderosa Pine Group,3.055118661
Montane Cordillera,Alberta,Ponderosa pine,Southern Rockies,Wyoming,Forest: Ponderosa Pine Group,5.883905675
Mixedwood Plains,Alberta,Ponderosa pine,High Plains,Wyoming,Forest: Ponderosa Pine Group,7.691488372
Mixedwood Plains,Alberta,Ponderosa pine,Northwestern Great Plains,Wyoming,Forest: Ponderosa Pine Group,7.3675269
Pacific Maritime,British Columbia,Western white pine,Cascades,California,Forest: Western White Pine Group,9.794101598
Pacific Maritime,British Columbia,Western white pine,Sierra Nevada,California,Forest: Western White Pine Group,5.353104846
Montane Cordillera,British Columbia,Western white pine,Central Basin and Range,California,Forest: Western White Pine Group,2.774113331
Pacific Maritime,British Columbia,Western white pine,Klamath Mountains/California High North Coast Range,California,Forest: Western White Pine Group,10.91275162
Montane Cordillera,British Columbia,Western white pine,Northern Rockies,Idaho,Forest: Western White Pine Group,7.148588465
Montane Cordillera,Alberta,Western white pine,Northern Rockies,Montana,Forest: Western White Pine Group,5.038632448
Pacific Maritime,British Columbia,Western white pine,Eastern Cascades Slopes and Foothills,Oregon,Forest: Western White Pine Group,4.635623747
Pacific Maritime,British Columbia,Western white pine,Klamath Mountains/California High North Coast Range,Oregon,Forest: Western White Pine Group,10.88338643
Montane Cordillera,Ontario,Mountain hemlock,Arizona/New Mexico Mountains,Arizona,Forest: Fir/Spruce/Mountain Hemlock Group,6.046022562
Montane Cordillera,Ontario,Mountain hemlock,Madrean Archipelago,Arizona,Forest: Fir/Spruce/Mountain Hemlock Group,10.42311684
Pacific Maritime,British Columbia,Mountain hemlock,Coast Range,California,Forest: Fir/Spruce/Mountain Hemlock Group,11.98728926
Pacific Maritime,British Columbia,Mountain hemlock,Cascades,California,Forest: Fir/Spruce/Mountain Hemlock Group,7.073320066
Pacific Maritime,British Columbia,Mountain hemlock,Sierra Nevada,California,Forest: Fir/Spruce/Mountain Hemlock Group,6.868840299
Pacific Maritime,British Columbia,Mountain hemlock,Central California Foothills and Coastal Mountains,California,Forest: Fir/Spruce/Mountain Hemlock Group,14.84675875
Pacific Maritime,British Columbia,Mountain hemlock,Eastern Cascades Slopes and Foothills,California,Forest: Fir/Spruce/Mountain Hemlock Group,5.51467852
Montane Cordillera,British Columbia,Mountain hemlock,Central Basin and Range,California,Forest: Fir/Spruce/Mountain Hemlock Group,4.802237787
Montane Cordillera,British Columbia,Mountain hemlock,Mojave Basin and Range,California,Forest: Fir/Spruce/Mountain Hemlock Group,11.67917521
Pacific Maritime,British Columbia,Mountain hemlock,Klamath Mountains/California High North Coast Range,California,Forest: Fir/Spruce/Mountain Hemlock Group,8.659732823
Montane Cordillera,Alberta,Mountain hemlock,Wyoming Basin,Colorado,Forest: Fir/Spruce/Mountain Hemlock Group,4.065507993
Montane Cordillera,Alberta,Mountain hemlock,Colorado Plateaus,Colorado,Forest: Fir/Spruce/Mountain Hemlock Group,6.418914497
Montane Cordillera,Alberta,Mountain hemlock,Southern Rockies,Colorado,Forest: Fir/Spruce/Mountain Hemlock Group,1.935717357
Montane Cordillera,British Columbia,Mountain hemlock,Columbia Plateau,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,7.490368973
Montane Cordillera,British Columbia,Mountain hemlock,Blue Mountains,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,5.72498287
Montane Cordillera,British Columbia,Mountain hemlock,Snake River Plain,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,5.037822589
Montane Cordillera,British Columbia,Mountain hemlock,Northern Rockies,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,5.791356688
Montane Cordillera,British Columbia,Mountain hemlock,Idaho Batholith,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,3.551952795
Montane Cordillera,British Columbia,Mountain hemlock,Middle Rockies,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,3.143408948
Montane Cordillera,British Columbia,Mountain hemlock,Wyoming Basin,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,4.332635835
Montane Cordillera,British Columbia,Mountain hemlock,Wasatch and Uinta Mountains,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,3.897254925
Montane Cordillera,British Columbia,Mountain hemlock,Northern Basin and Range,Idaho,Forest: Fir/Spruce/Mountain Hemlock Group,5.807823049
Montane Cordillera,Alberta,Mountain hemlock,Northern Rockies,Montana,Forest: Fir/Spruce/Mountain Hemlock Group,4.335864493
Montane Cordillera,Alberta,Mountain hemlock,Idaho Batholith,Montana,Forest: Fir/Spruce/Mountain Hemlock Group,2.793257786
Montane Cordillera,Alberta,Mountain hemlock,Middle Rockies,Montana,Forest: Fir/Spruce/Mountain Hemlock Group,1.694274059
Montane Cordillera,Alberta,Mountain hemlock,Canadian Rockies,Montana,Forest: Fir/Spruce/Mountain Hemlock Group,2.735573926
Mixedwood Plains,Alberta,Mountain hemlock,Northwestern Glaciated Plains,Montana,Forest: Fir/Spruce/Mountain Hemlock Group,3.614820148
Mixedwood Plains,Alberta,Mountain hemlock,Northwestern Great Plains,Montana,Forest: Fir/Spruce/Mountain Hemlock Group,3.954514146
Pacific Maritime,British Columbia,Mountain hemlock,Sierra Nevada,Nevada,Forest: Fir/Spruce/Mountain Hemlock Group,5.992705151
Montane Cordillera,British Columbia,Mountain hemlock,Central Basin and Range,Nevada,Forest: Fir/Spruce/Mountain Hemlock Group,4.836370138
Montane Cordillera,British Columbia,Mountain hemlock,Mojave Basin and Range,Nevada,Forest: Fir/Spruce/Mountain Hemlock Group,5.989360196
Montane Cordillera,British Columbia,Mountain hemlock,Northern Basin and Range,Nevada,Forest: Fir/Spruce/Mountain Hemlock Group,4.048618389
Montane Cordillera,Alberta,Mountain hemlock,Southern Rockies,New Mexico,Forest: Fir/Spruce/Mountain Hemlock Group,4.509133223
Montane Cordillera,Alberta,Mountain hemlock,Arizona/New Mexico Plateau,New Mexico,Forest: Fir/Spruce/Mountain Hemlock Group,4.899565678
Montane Cordillera,Alberta,Mountain hemlock,Arizona/New Mexico Mountains,New Mexico,Forest: Fir/Spruce/Mountain Hemlock Group,8.196030559
Pacific Maritime,British Columbia,Mountain hemlock,Coast Range,Oregon,Forest: Fir/Spruce/Mountain Hemlock Group,9.396196942
Pacific Maritime,British Columbia,Mountain hemlock,Willamette Valley,Oregon,Forest: Fir/Spruce/Mountain Hemlock Group,10.17286857
Pacific Maritime,British Columbia,Mountain hemlock,Cascades,Oregon,Forest: Fir/Spruce/Mountain Hemlock Group,5.685815637
Pacific Maritime,British Columbia,Mountain hemlock,Eastern Cascades Slopes and Foothills,Oregon,Forest: Fir/Spruce/Mountain Hemlock Group,6.29153109
Montane Cordillera,British Columbia,Mountain hemlock,Columbia Plateau,Oregon,Forest: Fir/Spruce/Mountain Hemlock Group,7.477690138
Montane Cordillera,British Columbia,Mountain hemlock,Blue Mountains,Oregon,Forest: Fir/Spruce/Mountain Hemlock Group,5.703781005
Pacific Maritime,British Columbia,Mountain hemlock,Klamath Mountains/California High North Coast Range,Oregon,Forest: Fir/Spruce/Mountain Hemlock Group,8.258009592
Montane Cordillera,British Columbia,Mountain hemlock,Northern Basin and Range,Oregon,Forest: Fir/Spruce/Mountain Hemlock Group,5.074193777
Montane Cordillera,British Columbia,Mountain hemlock,Central Basin and Range,Utah,Forest: Fir/Spruce/Mountain Hemlock Group,6.278838779
Montane Cordillera,British Columbia,Mountain hemlock,Wyoming Basin,Utah,Forest: Fir/Spruce/Mountain Hemlock Group,3.759185603
Montane Cordillera,British Columbia,Mountain hemlock,Wasatch and Uinta Mountains,Utah,Forest: Fir/Spruce/Mountain Hemlock Group,3.399837684
Montane Cordillera,British Columbia,Mountain hemlock,Colorado Plateaus,Utah,Forest: Fir/Spruce/Mountain Hemlock Group,4.556863801
Montane Cordillera,British Columbia,Mountain hemlock,Southern Rockies,Utah,Forest: Fir/Spruce/Mountain Hemlock Group,4.896068357
Montane Cordillera,British Columbia,Mountain hemlock,Northern Basin and Range,Utah,Forest: Fir/Spruce/Mountain Hemlock Group,5.509021122
Pacific Maritime,British Columbia,Mountain hemlock,Coast Range,Washington,Forest: Fir/Spruce/Mountain Hemlock Group,7.107132117
Pacific Maritime,British Columbia,Mountain hemlock,Puget Lowland,Washington,Forest: Fir/Spruce/Mountain Hemlock Group,5.360046924
Pacific Maritime,British Columbia,Mountain hemlock,Cascades,Washington,Forest: Fir/Spruce/Mountain Hemlock Group,5.163924104
Pacific Maritime,British Columbia,Mountain hemlock,Eastern Cascades Slopes and Foothills,Washington,Forest: Fir/Spruce/Mountain Hemlock Group,4.943077587
Montane Cordillera,British Columbia,Mountain hemlock,Columbia Plateau,Washington,Forest: Fir/Spruce/Mountain Hemlock Group,8.830417067
Montane Cordillera,British Columbia,Mountain hemlock,Blue Mountains,Washington,Forest: Fir/Spruce/Mountain Hemlock Group,7.15963185
Montane Cordillera,British Columbia,Mountain hemlock,Northern Rockies,Washington,Forest: Fir/Spruce/Mountain Hemlock Group,4.435420868
Pacific Maritime,British Columbia,Mountain hemlock,North Cascades,Washington,Forest: Fir/Spruce/Mountain Hemlock Group,4.620820058
Montane Cordillera,Alberta,Mountain hemlock,Middle Rockies,Wyoming,Forest: Fir/Spruce/Mountain Hemlock Group,1.281933205
Montane Cordillera,Alberta,Mountain hemlock,Wyoming Basin,Wyoming,Forest: Fir/Spruce/Mountain Hemlock Group,2.988082256
Montane Cordillera,Alberta,Mountain hemlock,Wasatch and Uinta Mountains,Wyoming,Forest: Fir/Spruce/Mountain Hemlock Group,2.6492277
Montane Cordillera,Alberta,Mountain hemlock,Southern Rockies,Wyoming,Forest: Fir/Spruce/Mountain Hemlock Group,1.57980695
Mixedwood Plains,Alberta,Mountain hemlock,Northwestern Great Plains,Wyoming,Forest: Fir/Spruce/Mountain Hemlock Group,6.769984657
Pacific Maritime,British Columbia,Lodgepole pine,Cascades,California,Forest: Lodgepole Pine Group,6.459333429
Pacific Maritime,British Columbia,Lodgepole pine,Sierra Nevada,California,Forest: Lodgepole Pine Group,4.580368163
Pacific Maritime,British Columbia,Lodgepole pine,Central California Foothills and Coastal Mountains,California,Forest: Lodgepole Pine Group,13.61631409
Pacific Maritime,British Columbia,Lodgepole pine,Southern California Mountains,California,Forest: Lodgepole Pine Group,8.701081469
Pacific Maritime,British Columbia,Lodgepole pine,Eastern Cascades Slopes and Foothills,California,Forest: Lodgepole Pine Group,5.517475223
Montane Cordillera,British Columbia,Lodgepole pine,Central Basin and Range,California,Forest: Lodgepole Pine Group,4.04494564
Montane Cordillera,Alberta,Lodgepole pine,Wyoming Basin,Colorado,Forest: Lodgepole Pine Group,3.438196177
Montane Cordillera,Alberta,Lodgepole pine,Colorado Plateaus,Colorado,Forest: Lodgepole Pine Group,5.419031427
Montane Cordillera,Alberta,Lodgepole pine,Southern Rockies,Colorado,Forest: Lodgepole Pine Group,2.417920369
Montane Cordillera,British Columbia,Lodgepole pine,Columbia Plateau,Idaho,Forest: Lodgepole Pine Group,7.633382947
Montane Cordillera,British Columbia,Lodgepole pine,Blue Mountains,Idaho,Forest: Lodgepole Pine Group,6.643616463
Montane Cordillera,British Columbia,Lodgepole pine,Snake River Plain,Idaho,Forest: Lodgepole Pine Group,4.125401031
Montane Cordillera,British Columbia,Lodgepole pine,Northern Rockies,Idaho,Forest: Lodgepole Pine Group,5.755378506
Montane Cordillera,British Columbia,Lodgepole pine,Idaho Batholith,Idaho,Forest: Lodgepole Pine Group,3.125954193
Montane Cordillera,British Columbia,Lodgepole pine,Middle Rockies,Idaho,Forest: Lodgepole Pine Group,3.314564089
Montane Cordillera,British Columbia,Lodgepole pine,Wasatch and Uinta Mountains,Idaho,Forest: Lodgepole Pine Group,3.90079186
Montane Cordillera,British Columbia,Lodgepole pine,Northern Basin and Range,Idaho,Forest: Lodgepole Pine Group,5.1859272
Montane Cordillera,Alberta,Lodgepole pine,Northern Rockies,Montana,Forest: Lodgepole Pine Group,4.693676298
Montane Cordillera,Alberta,Lodgepole pine,Idaho Batholith,Montana,Forest: Lodgepole Pine Group,2.7225521
Montane Cordillera,Alberta,Lodgepole pine,Middle Rockies,Montana,Forest: Lodgepole Pine Group,2.864641902
Montane Cordillera,Alberta,Lodgepole pine,Canadian Rockies,Montana,Forest: Lodgepole Pine Group,3.642557692
Mixedwood Plains,Alberta,Lodgepole pine,Northwestern Glaciated Plains,Montana,Forest: Lodgepole Pine Group,5.242139789
Mixedwood Plains,Alberta,Lodgepole pine,Northwestern Great Plains,Montana,Forest: Lodgepole Pine Group,5.218405557
Pacific Maritime,British Columbia,Lodgepole pine,Sierra Nevada,Nevada,Forest: Lodgepole Pine Group,4.752151962
Montane Cordillera,British Columbia,Lodgepole pine,Central Basin and Range,Nevada,Forest: Lodgepole Pine Group,6.062258627
Montane Cordillera,British Columbia,Lodgepole pine,Northern Basin and Range,Nevada,Forest: Lodgepole Pine Group,3.261339966
Montane Cordillera,Alberta,Lodgepole pine,Southern Rockies,New Mexico,Forest: Lodgepole Pine Group,5.076484188
Pacific Maritime,British Columbia,Lodgepole pine,Coast Range,Oregon,Forest: Lodgepole Pine Group,11.09960924
Pacific Maritime,British Columbia,Lodgepole pine,Cascades,Oregon,Forest: Lodgepole Pine Group,5.214773323
Pacific Maritime,British Columbia,Lodgepole pine,Eastern Cascades Slopes and Foothills,Oregon,Forest: Lodgepole Pine Group,6.020279872
Montane Cordillera,British Columbia,Lodgepole pine,Blue Mountains,Oregon,Forest: Lodgepole Pine Group,4.746859357
Montane Cordillera,British Columbia,Lodgepole pine,Northern Basin and Range,Oregon,Forest: Lodgepole Pine Group,6.291680381
Montane Cordillera,British Columbia,Lodgepole pine,Wyoming Basin,Utah,Forest: Lodgepole Pine Group,3.706740059
Montane Cordillera,British Columbia,Lodgepole pine,Wasatch and Uinta Mountains,Utah,Forest: Lodgepole Pine Group,1.703820438
Montane Cordillera,British Columbia,Lodgepole pine,Colorado Plateaus,Utah,Forest: Lodgepole Pine Group,3.167516089
Pacific Maritime,British Columbia,Lodgepole pine,Coast Range,Washington,Forest: Lodgepole Pine Group,10.14452794
Pacific Maritime,British Columbia,Lodgepole pine,Cascades,Washington,Forest: Lodgepole Pine Group,4.614186835
Pacific Maritime,British Columbia,Lodgepole pine,Eastern Cascades Slopes and Foothills,Washington,Forest: Lodgepole Pine Group,5.223534663
