StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Amount
Northern Rockies,Ag Contraction: Cropland,Ag Change,2012,2016,20
Idaho Batholith,Ag Contraction: Cropland,Ag Change,2012,2016,0
Middle Rockies,Ag Contraction: Cropland,Ag Change,2012,2016,20
Wyoming Basin,Ag Contraction: Cropland,Ag Change,2012,2016,40
Wasatch and Uinta Mountains,Ag Contraction: Cropland,Ag Change,2012,2016,20
Colorado Plateaus,Ag Contraction: Cropland,Ag Change,2012,2016,180
Southern Rockies,Ag Contraction: Cropland,Ag Change,2012,2016,0
Arizona/New Mexico Plateau,Ag Contraction: Cropland,Ag Change,2012,2016,20
Arizona/New Mexico Mountains,Ag Contraction: Cropland,Ag Change,2012,2016,0
Chihuahuan Deserts,Ag Contraction: Cropland,Ag Change,2012,2016,80
High Plains,Ag Contraction: Cropland,Ag Change,2012,2016,2440
Southwestern Tablelands,Ag Contraction: Cropland,Ag Change,2012,2016,340
Central Great Plains,Ag Contraction: Cropland,Ag Change,2012,2016,2020
Flint Hills,Ag Contraction: Cropland,Ag Change,2012,2016,80
Cross Timbers,Ag Contraction: Cropland,Ag Change,2012,2016,100
Edwards Plateau,Ag Contraction: Cropland,Ag Change,2012,2016,20
Southern Texas Plains,Ag Contraction: Cropland,Ag Change,2012,2016,100
Texas Blackland Prairies,Ag Contraction: Cropland,Ag Change,2012,2016,80
East Central Texas Plains,Ag Contraction: Cropland,Ag Change,2012,2016,60
Western Gulf Coastal Plain,Ag Contraction: Cropland,Ag Change,2012,2016,1480
South Central Plains,Ag Contraction: Cropland,Ag Change,2012,2016,240
Ouachita Mountains,Ag Contraction: Cropland,Ag Change,2012,2016,0
Arkansas Valley,Ag Contraction: Cropland,Ag Change,2012,2016,20
Boston Mountains,Ag Contraction: Cropland,Ag Change,2012,2016,0
Ozark Highlands,Ag Contraction: Cropland,Ag Change,2012,2016,20
Central Irregular Plains,Ag Contraction: Cropland,Ag Change,2012,2016,380
Canadian Rockies,Ag Contraction: Cropland,Ag Change,2012,2016,0
Northwestern Glaciated Plains,Ag Contraction: Cropland,Ag Change,2012,2016,1620
Northwestern Great Plains,Ag Contraction: Cropland,Ag Change,2012,2016,1060
Nebraska Sand Hills,Ag Contraction: Cropland,Ag Change,2012,2016,100
Piedmont,Ag Contraction: Cropland,Ag Change,2012,2016,40
Northern Glaciated Plains,Ag Contraction: Cropland,Ag Change,2012,2016,2360
Western Corn Belt Plains,Ag Contraction: Cropland,Ag Change,2012,2016,3380
Lake Agassiz Plain,Ag Contraction: Cropland,Ag Change,2012,2016,2420
Northern Minnesota Wetlands,Ag Contraction: Cropland,Ag Change,2012,2016,300
Northern Lakes and Forests,Ag Contraction: Cropland,Ag Change,2012,2016,560
North Central Hardwood Forests,Ag Contraction: Cropland,Ag Change,2012,2016,1440
Driftless Area,Ag Contraction: Cropland,Ag Change,2012,2016,40
Southeastern Wisconsin Till Plains,Ag Contraction: Cropland,Ag Change,2012,2016,680
Central Corn Belt Plains,Ag Contraction: Cropland,Ag Change,2012,2016,300
Eastern Corn Belt Plains,Ag Contraction: Cropland,Ag Change,2012,2016,180
Southern Michigan/Northern Indiana Drift Plains,Ag Contraction: Cropland,Ag Change,2012,2016,1120
Huron/Erie Lake Plains,Ag Contraction: Cropland,Ag Change,2012,2016,360
Northeastern Highlands,Ag Contraction: Cropland,Ag Change,2012,2016,0
Northeastern Coastal Zone,Ag Contraction: Cropland,Ag Change,2012,2016,0
Northern Allegheny Plateau,Ag Contraction: Cropland,Ag Change,2012,2016,20
Erie Drift Plain,Ag Contraction: Cropland,Ag Change,2012,2016,0
North Central Appalachians,Ag Contraction: Cropland,Ag Change,2012,2016,0
Middle Atlantic Coastal Plain,Ag Contraction: Cropland,Ag Change,2012,2016,660
Northern Piedmont,Ag Contraction: Cropland,Ag Change,2012,2016,20
Southeastern Plains,Ag Contraction: Cropland,Ag Change,2012,2016,1660
Blue Ridge,Ag Contraction: Cropland,Ag Change,2012,2016,0
Ridge and Valley,Ag Contraction: Cropland,Ag Change,2012,2016,80
Southwestern Appalachians,Ag Contraction: Cropland,Ag Change,2012,2016,0
Central Appalachians,Ag Contraction: Cropland,Ag Change,2012,2016,0
Western Allegheny Plateau,Ag Contraction: Cropland,Ag Change,2012,2016,40
Interior Plateau,Ag Contraction: Cropland,Ag Change,2012,2016,0
Interior River Valleys and Hills,Ag Contraction: Cropland,Ag Change,2012,2016,840
Mississippi Alluvial Plain,Ag Contraction: Cropland,Ag Change,2012,2016,1760
Mississippi Valley Loess Plains,Ag Contraction: Cropland,Ag Change,2012,2016,120
Southern Coastal Plain,Ag Contraction: Cropland,Ag Change,2012,2016,340
Southern Florida Coastal Plain,Ag Contraction: Cropland,Ag Change,2012,2016,460
North Cascades,Ag Contraction: Cropland,Ag Change,2012,2016,0
Klamath Mountains/California High North Coast Range,Ag Contraction: Cropland,Ag Change,2012,2016,0
Madrean Archipelago,Ag Contraction: Cropland,Ag Change,2012,2016,0
Northern Basin and Range,Ag Contraction: Cropland,Ag Change,2012,2016,100
Sonoran Basin and Range,Ag Contraction: Cropland,Ag Change,2012,2016,160
Acadian Plains and Hills,Ag Contraction: Cropland,Ag Change,2012,2016,40
Eastern Great Lakes Lowlands,Ag Contraction: Cropland,Ag Change,2012,2016,120
Atlantic Coastal Pine Barrens,Ag Contraction: Cropland,Ag Change,2012,2016,40
Southern California/Northern Baja Coast,Ag Contraction: Cropland,Ag Change,2012,2016,0
