Timestep,StratumID,TransitionGroupID,MaximumArea,RelativeAmount
2021,Central Great Plains,Fire,200,0.14285714285714285
2021,Central Great Plains,Fire,500,0.14285714285714285
2021,Central Great Plains,Fire,1000,0.2857142857142857
2021,Central Great Plains,Fire,2000,0.14285714285714285
2021,Central Great Plains,Fire,5000,0.047619047619047616
2021,Central Great Plains,Fire,10000,0.047619047619047616
2021,Central Great Plains,Fire,20000,0.14285714285714285
2021,Central Great Plains,Fire,50000,0.047619047619047616
2021,Flint Hills,Fire,200,0.07692307692307693
2021,Flint Hills,Fire,500,0.07692307692307693
2021,Flint Hills,Fire,1000,0.15384615384615385
2021,Flint Hills,Fire,10000,0.6153846153846154
2021,Flint Hills,Fire,50000,0.07692307692307693
2021,Cross Timbers,Fire,200,0.13793103448275862
2021,Cross Timbers,Fire,500,0.3103448275862069
2021,Cross Timbers,Fire,1000,0.1724137931034483
2021,Cross Timbers,Fire,2000,0.1724137931034483
2021,Cross Timbers,Fire,5000,0.13793103448275862
2021,Cross Timbers,Fire,50000,0.034482758620689655
2021,Cross Timbers,Fire,100000,0.034482758620689655
2021,Edwards Plateau,Fire,500,0.2
2021,Edwards Plateau,Fire,1000,0.2
2021,Edwards Plateau,Fire,2000,0.2
2021,Edwards Plateau,Fire,5000,0.2
2021,Edwards Plateau,Fire,20000,0.2
2021,Southern Texas Plains,Fire,200,1
2021,East Central Texas Plains,Fire,500,1
2021,Western Gulf Coastal Plain,Fire,200,0.1839080459770115
2021,Western Gulf Coastal Plain,Fire,500,0.27586206896551724
2021,Western Gulf Coastal Plain,Fire,1000,0.19540229885057472
2021,Western Gulf Coastal Plain,Fire,2000,0.16091954022988506
2021,Western Gulf Coastal Plain,Fire,5000,0.1724137931034483
2021,Western Gulf Coastal Plain,Fire,10000,0.011494252873563218
2021,South Central Plains,Fire,200,0.125
2021,South Central Plains,Fire,500,0.375
2021,South Central Plains,Fire,1000,0.16666666666666666
2021,South Central Plains,Fire,2000,0.08333333333333333
2021,South Central Plains,Fire,5000,0.125
2021,South Central Plains,Fire,10000,0.08333333333333333
2021,South Central Plains,Fire,20000,0.041666666666666664
2021,Ouachita Mountains,Fire,200,0.3888888888888889
2021,Ouachita Mountains,Fire,500,0.3333333333333333
2021,Ouachita Mountains,Fire,1000,0.1388888888888889
2021,Ouachita Mountains,Fire,2000,0.05555555555555555
2021,Ouachita Mountains,Fire,5000,0.08333333333333333
2021,Arkansas Valley,Fire,200,0.5
2021,Arkansas Valley,Fire,500,0.5
2021,Boston Mountains,Fire,200,0.2727272727272727
2021,Boston Mountains,Fire,500,0.4090909090909091
2021,Boston Mountains,Fire,1000,0.13636363636363635
2021,Boston Mountains,Fire,2000,0.18181818181818182
2021,Ozark Highlands,Fire,200,0.5164835164835165
2021,Ozark Highlands,Fire,500,0.4065934065934066
2021,Ozark Highlands,Fire,1000,0.06593406593406594
2021,Ozark Highlands,Fire,2000,0.01098901098901099
2021,Central Irregular Plains,Fire,200,0.75
2021,Central Irregular Plains,Fire,500,0.25
2021,Canadian Rockies,Fire,200,0.12048192771084337
2021,Canadian Rockies,Fire,500,0.20481927710843373
2021,Canadian Rockies,Fire,1000,0.13855421686746988
2021,Canadian Rockies,Fire,2000,0.1566265060240964
2021,Canadian Rockies,Fire,5000,0.18674698795180722
2021,Canadian Rockies,Fire,10000,0.10240963855421686
2021,Canadian Rockies,Fire,20000,0.03614457831325301
2021,Canadian Rockies,Fire,50000,0.05421686746987952
2021,Northwestern Glaciated Plains,Fire,200,0.17073170731707318
2021,Northwestern Glaciated Plains,Fire,500,0.2682926829268293
2021,Northwestern Glaciated Plains,Fire,1000,0.0975609756097561
2021,Northwestern Glaciated Plains,Fire,2000,0.14634146341463414
2021,Northwestern Glaciated Plains,Fire,5000,0.21951219512195122
2021,Northwestern Glaciated Plains,Fire,10000,0.04878048780487805
2021,Northwestern Glaciated Plains,Fire,20000,0.024390243902439025
2021,Northwestern Glaciated Plains,Fire,100000,0.024390243902439025
2021,Northwestern Great Plains,Fire,200,0.29431438127090304
2021,Northwestern Great Plains,Fire,500,0.27759197324414714
2021,Northwestern Great Plains,Fire,1000,0.12709030100334448
2021,Northwestern Great Plains,Fire,2000,0.11036789297658862
2021,Northwestern Great Plains,Fire,5000,0.09698996655518395
2021,Northwestern Great Plains,Fire,10000,0.03511705685618729
2021,Northwestern Great Plains,Fire,20000,0.030100334448160536
2021,Northwestern Great Plains,Fire,50000,0.021739130434782608
2021,Northwestern Great Plains,Fire,100000,0.0016722408026755853
2021,Northwestern Great Plains,Fire,200000,0.005016722408026756
2021,Nebraska Sand Hills,Fire,200,0.19047619047619047
2021,Nebraska Sand Hills,Fire,500,0.38095238095238093
2021,Nebraska Sand Hills,Fire,1000,0.047619047619047616
2021,Nebraska Sand Hills,Fire,2000,0.09523809523809523
2021,Nebraska Sand Hills,Fire,5000,0.14285714285714285
2021,Nebraska Sand Hills,Fire,10000,0.047619047619047616
2021,Nebraska Sand Hills,Fire,20000,0.047619047619047616
2021,Nebraska Sand Hills,Fire,50000,0.047619047619047616
2021,Piedmont,Fire,200,0.1881720430107527
2021,Piedmont,Fire,500,0.478494623655914
2021,Piedmont,Fire,1000,0.25806451612903225
2021,Piedmont,Fire,2000,0.05913978494623656
2021,Piedmont,Fire,5000,0.016129032258064516
2021,Northern Glaciated Plains,Fire,200,0.5
2021,Northern Glaciated Plains,Fire,500,0.16666666666666666
2021,Northern Glaciated Plains,Fire,1000,0.3333333333333333
2021,Western Corn Belt Plains,Fire,200,0.75
2021,Western Corn Belt Plains,Fire,500,0.25
2021,Lake Agassiz Plain,Fire,200,0.3333333333333333
2021,Lake Agassiz Plain,Fire,500,0.5555555555555556
2021,Lake Agassiz Plain,Fire,1000,0.1111111111111111
2021,Northern Minnesota Wetlands,Fire,200,0.2222222222222222
2021,Northern Minnesota Wetlands,Fire,500,0.1111111111111111
2021,Northern Minnesota Wetlands,Fire,1000,0.3333333333333333
2021,Northern Minnesota Wetlands,Fire,2000,0.1111111111111111
